START,Time,,Upstream Pressure,,Downstream Pressure
DATA,46.3,PT_EU,28.592,PT_ED,7.82
DATA,46.35,PT_EU,-36.168,PT_ED,-41.056
DATA,46.4,PT_EU,-4.399,PT_ED,-15.396
DATA,46.45,PT_EU,42.033,PT_ED,-28.837
DATA,46.5,PT_EU,38.368,PT_ED,-14.174
DATA,46.55,PT_EU,37.146,PT_ED,24.927
DATA,46.6,PT_EU,37.146,PT_ED,23.705
DATA,46.65,PT_EU,-11.73,PT_ED,-21.505
DATA,46.7,PT_EU,-5.621,PT_ED,-16.618
DATA,46.75,PT_EU,-1.955,PT_ED,-17.84
DATA,46.8,PT_EU,33.48,PT_ED,-16.618
DATA,46.85,PT_EU,34.702,PT_ED,-17.84
DATA,46.9,PT_EU,29.814,PT_ED,6.598
DATA,46.95,PT_EU,-0.733,PT_ED,-17.84
DATA,47,PT_EU,0.489,PT_ED,-30.059
DATA,47.05,PT_EU,-14.174,PT_ED,-16.618
DATA,47.1,PT_EU,-3.177,PT_ED,-15.396
DATA,47.15,PT_EU,0.489,PT_ED,-25.171
DATA,47.2,PT_EU,-1.955,PT_ED,12.708
DATA,47.25,PT_EU,0.489,PT_ED,20.039
DATA,47.3,PT_EU,0.489,PT_ED,-20.283
DATA,47.35,PT_EU,0.489,PT_ED,-19.062
DATA,47.4,PT_EU,-3.177,PT_ED,-22.727
DATA,47.45,PT_EU,38.368,PT_ED,20.039
DATA,47.5,PT_EU,0.489,PT_ED,21.261
DATA,47.55,PT_EU,-11.73,PT_ED,-16.618
DATA,47.6,PT_EU,-5.621,PT_ED,-16.618
DATA,47.65,PT_EU,1.711,PT_ED,-17.84
DATA,47.7,PT_EU,1.711,PT_ED,-19.062
DATA,47.75,PT_EU,39.589,PT_ED,23.705
DATA,47.8,PT_EU,1.711,PT_ED,18.817
DATA,47.85,PT_EU,4.154,PT_ED,6.598
DATA,47.9,PT_EU,1.711,PT_ED,-25.171
DATA,47.95,PT_EU,-9.286,PT_ED,-52.053
DATA,48,PT_EU,-0.733,PT_ED,-15.396
DATA,48.05,PT_EU,43.255,PT_ED,-16.618
DATA,48.1,PT_EU,-11.73,PT_ED,-16.618
DATA,48.15,PT_EU,4.154,PT_ED,20.039
DATA,48.2,PT_EU,-0.733,PT_ED,-17.84
DATA,48.25,PT_EU,2.933,PT_ED,-26.393
DATA,48.3,PT_EU,40.811,PT_ED,-19.062
DATA,48.35,PT_EU,37.146,PT_ED,24.927
DATA,48.4,PT_EU,2.933,PT_ED,17.595
DATA,48.45,PT_EU,-0.733,PT_ED,-19.062
DATA,48.5,PT_EU,4.154,PT_ED,-20.283
DATA,48.55,PT_EU,2.933,PT_ED,-16.618
DATA,48.6,PT_EU,44.477,PT_ED,-21.505
DATA,48.65,PT_EU,-1.955,PT_ED,21.261
DATA,48.7,PT_EU,2.933,PT_ED,11.486
DATA,48.75,PT_EU,-1.955,PT_ED,-23.949
DATA,48.8,PT_EU,1.711,PT_ED,-28.837
DATA,48.85,PT_EU,42.033,PT_ED,-15.396
DATA,48.9,PT_EU,29.814,PT_ED,-21.505
DATA,48.95,PT_EU,4.154,PT_ED,6.598
DATA,49,PT_EU,-8.065,PT_ED,13.93
DATA,49.05,PT_EU,-4.399,PT_ED,-20.283
DATA,49.1,PT_EU,1.711,PT_ED,-15.396
DATA,49.15,PT_EU,37.146,PT_ED,16.373
DATA,49.2,PT_EU,40.811,PT_ED,12.708
DATA,49.25,PT_EU,2.933,PT_ED,-28.837
DATA,49.3,PT_EU,-4.399,PT_ED,-43.5
DATA,49.35,PT_EU,1.711,PT_ED,-17.84
DATA,49.4,PT_EU,29.814,PT_ED,-22.727
DATA,49.45,PT_EU,42.033,PT_ED,22.483
DATA,49.5,PT_EU,40.811,PT_ED,21.261
DATA,49.55,PT_EU,4.154,PT_ED,-15.396
DATA,49.6,PT_EU,1.711,PT_ED,-15.396
DATA,49.65,PT_EU,45.699,PT_ED,-21.505
DATA,49.7,PT_EU,28.592,PT_ED,22.483
DATA,49.75,PT_EU,42.033,PT_ED,13.93
DATA,49.8,PT_EU,40.811,PT_ED,22.483
DATA,49.85,PT_EU,2.933,PT_ED,-19.062
DATA,49.9,PT_EU,42.033,PT_ED,-17.84
DATA,49.95,PT_EU,40.811,PT_ED,-16.618
DATA,50,PT_EU,-63.05,PT_ED,-78.935
DATA,50.05,PT_EU,39.589,PT_ED,16.373
DATA,50.1,PT_EU,-31.281,PT_ED,-50.831
DATA,50.15,PT_EU,34.702,PT_ED,-37.39
DATA,50.2,PT_EU,46.921,PT_ED,20.039
DATA,50.25,PT_EU,43.255,PT_ED,15.152
DATA,50.3,PT_EU,48.143,PT_ED,15.152
DATA,50.35,PT_EU,9.042,PT_ED,16.373
DATA,50.4,PT_EU,37.146,PT_ED,16.373
DATA,50.45,PT_EU,45.699,PT_ED,13.93
DATA,50.5,PT_EU,51.808,PT_ED,17.595
DATA,50.55,PT_EU,42.033,PT_ED,9.042
DATA,50.6,PT_EU,12.708,PT_ED,9.042
DATA,50.65,PT_EU,13.93,PT_ED,-21.505
DATA,50.7,PT_EU,51.808,PT_ED,24.927
DATA,50.75,PT_EU,44.477,PT_ED,-6.843
DATA,50.8,PT_EU,11.486,PT_ED,9.042
DATA,50.85,PT_EU,4.154,PT_ED,18.817
DATA,50.9,PT_EU,16.373,PT_ED,-23.949
DATA,50.95,PT_EU,16.373,PT_ED,-28.837
DATA,51,PT_EU,39.589,PT_ED,18.817
DATA,51.05,PT_EU,13.93,PT_ED,2.933
DATA,51.1,PT_EU,7.82,PT_ED,11.486
DATA,51.15,PT_EU,16.373,PT_ED,-20.283
DATA,51.2,PT_EU,16.373,PT_ED,-17.84
DATA,51.25,PT_EU,54.252,PT_ED,29.814
DATA,51.3,PT_EU,15.152,PT_ED,-17.84
DATA,51.35,PT_EU,2.933,PT_ED,-25.171
DATA,51.4,PT_EU,16.373,PT_ED,-21.505
DATA,51.45,PT_EU,51.808,PT_ED,-20.283
DATA,51.5,PT_EU,54.252,PT_ED,-25.171
DATA,51.55,PT_EU,46.921,PT_ED,6.598
DATA,51.6,PT_EU,17.595,PT_ED,-16.618
DATA,51.65,PT_EU,12.708,PT_ED,-17.84
DATA,51.7,PT_EU,59.14,PT_ED,-32.502
DATA,51.75,PT_EU,54.252,PT_ED,6.598
DATA,51.8,PT_EU,56.696,PT_ED,21.261
DATA,51.85,PT_EU,5.376,PT_ED,-19.062
DATA,51.9,PT_EU,61.584,PT_ED,-16.618
DATA,51.95,PT_EU,42.033,PT_ED,20.039
DATA,52,PT_EU,45.699,PT_ED,18.817
DATA,52.05,PT_EU,49.365,PT_ED,20.039
DATA,52.1,PT_EU,16.373,PT_ED,18.817
DATA,52.15,PT_EU,56.696,PT_ED,23.705
DATA,52.2,PT_EU,55.474,PT_ED,22.483
DATA,52.25,PT_EU,45.699,PT_ED,21.261
DATA,52.3,PT_EU,16.373,PT_ED,17.595
DATA,52.35,PT_EU,21.261,PT_ED,-45.943
DATA,52.4,PT_EU,7.82,PT_ED,-17.84
DATA,52.45,PT_EU,55.474,PT_ED,20.039
DATA,52.5,PT_EU,15.152,PT_ED,20.039
DATA,52.55,PT_EU,13.93,PT_ED,-16.618
DATA,52.6,PT_EU,16.373,PT_ED,-16.618
DATA,52.65,PT_EU,51.808,PT_ED,-19.062
DATA,52.7,PT_EU,50.587,PT_ED,-16.618
DATA,52.75,PT_EU,18.817,PT_ED,-16.618
DATA,52.8,PT_EU,17.595,PT_ED,-31.281
DATA,52.85,PT_EU,75.024,PT_ED,-17.84
DATA,52.9,PT_EU,45.699,PT_ED,-16.618
DATA,52.95,PT_EU,43.255,PT_ED,20.039
DATA,53,PT_EU,40.811,PT_ED,12.708
DATA,53.05,PT_EU,11.486,PT_ED,-16.618
DATA,53.1,PT_EU,43.255,PT_ED,-16.618
DATA,53.15,PT_EU,31.036,PT_ED,-15.396
DATA,53.2,PT_EU,53.03,PT_ED,16.373
DATA,53.25,PT_EU,21.261,PT_ED,-30.059
DATA,53.3,PT_EU,16.373,PT_ED,-32.502
DATA,53.35,PT_EU,62.805,PT_ED,11.486
DATA,53.4,PT_EU,61.584,PT_ED,9.042
DATA,53.45,PT_EU,18.817,PT_ED,-26.393
DATA,53.5,PT_EU,27.37,PT_ED,-36.168
DATA,53.55,PT_EU,31.036,PT_ED,-27.615
DATA,53.6,PT_EU,59.14,PT_ED,7.82
DATA,53.65,PT_EU,32.258,PT_ED,10.264
DATA,53.7,PT_EU,26.149,PT_ED,-25.171
DATA,53.75,PT_EU,28.592,PT_ED,-28.837
DATA,53.8,PT_EU,78.69,PT_ED,-34.946
DATA,53.85,PT_EU,66.471,PT_ED,4.154
DATA,53.9,PT_EU,42.033,PT_ED,-31.281
DATA,53.95,PT_EU,40.811,PT_ED,-25.171
DATA,54,PT_EU,82.356,PT_ED,-37.39
DATA,54.05,PT_EU,79.912,PT_ED,-3.177
DATA,54.1,PT_EU,68.915,PT_ED,10.264
DATA,54.15,PT_EU,40.811,PT_ED,12.708
DATA,54.2,PT_EU,70.137,PT_ED,0.489
DATA,54.25,PT_EU,78.69,PT_ED,-1.955
DATA,54.3,PT_EU,78.69,PT_ED,9.042
DATA,54.35,PT_EU,46.921,PT_ED,10.264
DATA,54.4,PT_EU,46.921,PT_ED,-34.946
DATA,54.45,PT_EU,45.699,PT_ED,-23.949
DATA,54.5,PT_EU,46.921,PT_ED,4.154
DATA,54.55,PT_EU,39.589,PT_ED,-36.168
DATA,54.6,PT_EU,38.368,PT_ED,-25.171
DATA,54.65,PT_EU,92.131,PT_ED,-28.837
DATA,54.7,PT_EU,86.022,PT_ED,-21.505
DATA,54.75,PT_EU,84.8,PT_ED,13.93
DATA,54.8,PT_EU,49.365,PT_ED,-22.727
DATA,54.85,PT_EU,88.465,PT_ED,-25.171
DATA,54.9,PT_EU,82.356,PT_ED,15.152
DATA,54.95,PT_EU,82.356,PT_ED,12.708
DATA,55,PT_EU,87.243,PT_ED,11.486
DATA,55.05,PT_EU,87.243,PT_ED,18.817
DATA,55.1,PT_EU,82.356,PT_ED,12.708
DATA,55.15,PT_EU,84.8,PT_ED,4.154
DATA,55.2,PT_EU,50.587,PT_ED,7.82
DATA,55.25,PT_EU,43.255,PT_ED,-23.949
DATA,55.3,PT_EU,26.149,PT_ED,-32.502
DATA,55.35,PT_EU,87.243,PT_ED,12.708
DATA,55.4,PT_EU,39.589,PT_ED,-34.946
DATA,55.45,PT_EU,50.587,PT_ED,-22.727
DATA,55.5,PT_EU,49.365,PT_ED,-30.059
DATA,55.55,PT_EU,76.246,PT_ED,10.264
DATA,55.6,PT_EU,77.468,PT_ED,6.598
DATA,55.65,PT_EU,48.143,PT_ED,-25.171
DATA,55.7,PT_EU,78.69,PT_ED,-33.724
DATA,55.75,PT_EU,72.581,PT_ED,5.376
DATA,55.8,PT_EU,88.465,PT_ED,12.708
DATA,55.85,PT_EU,49.365,PT_ED,-23.949
DATA,55.9,PT_EU,49.365,PT_ED,-25.171
DATA,55.95,PT_EU,83.578,PT_ED,11.486
DATA,56,PT_EU,76.246,PT_ED,0.489
DATA,56.05,PT_EU,37.146,PT_ED,-28.837
DATA,56.1,PT_EU,23.705,PT_ED,-27.615
DATA,56.15,PT_EU,89.687,PT_ED,-23.949
DATA,56.2,PT_EU,83.578,PT_ED,10.264
DATA,56.25,PT_EU,40.811,PT_ED,-22.727
DATA,56.3,PT_EU,43.255,PT_ED,-28.837
DATA,56.35,PT_EU,84.8,PT_ED,15.152
DATA,56.4,PT_EU,87.243,PT_ED,12.708
DATA,56.45,PT_EU,46.921,PT_ED,13.93
DATA,56.5,PT_EU,50.587,PT_ED,-25.171
DATA,56.55,PT_EU,87.243,PT_ED,12.708
DATA,56.6,PT_EU,88.465,PT_ED,12.708
DATA,56.65,PT_EU,37.146,PT_ED,-31.281
DATA,56.7,PT_EU,50.587,PT_ED,-23.949
DATA,56.75,PT_EU,24.927,PT_ED,-33.724
DATA,56.8,PT_EU,43.255,PT_ED,10.264
DATA,56.85,PT_EU,49.365,PT_ED,-23.949
DATA,56.9,PT_EU,49.365,PT_ED,-25.171
DATA,56.95,PT_EU,77.468,PT_ED,18.817
DATA,57,PT_EU,82.356,PT_ED,13.93
DATA,57.05,PT_EU,88.465,PT_ED,2.933
DATA,57.1,PT_EU,92.131,PT_ED,-23.949
DATA,57.15,PT_EU,73.803,PT_ED,13.93
DATA,57.2,PT_EU,78.69,PT_ED,13.93
DATA,57.25,PT_EU,50.587,PT_ED,13.93
DATA,57.3,PT_EU,50.587,PT_ED,-26.393
DATA,57.35,PT_EU,38.368,PT_ED,-28.837
DATA,57.4,PT_EU,87.243,PT_ED,-3.177
DATA,57.45,PT_EU,43.255,PT_ED,-23.949
DATA,57.5,PT_EU,48.143,PT_ED,-25.171
DATA,57.55,PT_EU,64.027,PT_ED,-11.73
DATA,57.6,PT_EU,93.353,PT_ED,5.376
DATA,57.65,PT_EU,93.353,PT_ED,2.933
DATA,57.7,PT_EU,87.243,PT_ED,-42.278
DATA,57.75,PT_EU,98.24,PT_ED,9.042
DATA,57.8,PT_EU,95.797,PT_ED,1.711
DATA,57.85,PT_EU,53.03,PT_ED,5.376
DATA,57.9,PT_EU,65.249,PT_ED,-33.724
DATA,57.95,PT_EU,53.03,PT_ED,-45.943
DATA,58,PT_EU,64.027,PT_ED,2.933
DATA,58.05,PT_EU,66.471,PT_ED,-41.056
DATA,58.1,PT_EU,62.805,PT_ED,-34.946
DATA,58.15,PT_EU,97.019,PT_ED,9.042
DATA,58.2,PT_EU,105.572,PT_ED,-4.399
DATA,58.25,PT_EU,66.471,PT_ED,-39.834
DATA,58.3,PT_EU,112.903,PT_ED,4.154
DATA,58.35,PT_EU,76.246,PT_ED,-0.733
DATA,58.4,PT_EU,100.684,PT_ED,7.82
DATA,58.45,PT_EU,65.249,PT_ED,-30.059
DATA,58.5,PT_EU,65.249,PT_ED,-31.281
DATA,58.55,PT_EU,92.131,PT_ED,2.933
DATA,58.6,PT_EU,66.471,PT_ED,4.154
DATA,58.65,PT_EU,68.915,PT_ED,-30.059
DATA,58.7,PT_EU,77.468,PT_ED,-44.721
DATA,58.75,PT_EU,101.906,PT_ED,1.711
DATA,58.8,PT_EU,106.794,PT_ED,4.154
DATA,58.85,PT_EU,108.016,PT_ED,10.264
DATA,58.9,PT_EU,97.019,PT_ED,1.711
DATA,58.95,PT_EU,97.019,PT_ED,-1.955
DATA,59,PT_EU,67.693,PT_ED,-3.177
DATA,59.05,PT_EU,70.137,PT_ED,-38.612
DATA,59.1,PT_EU,67.693,PT_ED,-45.943
DATA,59.15,PT_EU,40.811,PT_ED,-4.399
DATA,59.2,PT_EU,68.915,PT_ED,-39.834
DATA,59.25,PT_EU,67.693,PT_ED,-37.39
DATA,59.3,PT_EU,109.238,PT_ED,-1.955
DATA,59.35,PT_EU,108.016,PT_ED,6.598
DATA,59.4,PT_EU,62.805,PT_ED,4.154
DATA,59.45,PT_EU,108.016,PT_ED,6.598
DATA,59.5,PT_EU,106.794,PT_ED,5.376
DATA,59.55,PT_EU,71.359,PT_ED,4.154
DATA,59.6,PT_EU,67.693,PT_ED,-30.059
DATA,59.65,PT_EU,56.696,PT_ED,-34.946
DATA,59.7,PT_EU,108.016,PT_ED,4.154
DATA,59.75,PT_EU,70.137,PT_ED,-28.837
DATA,59.8,PT_EU,68.915,PT_ED,-39.834
DATA,59.85,PT_EU,106.794,PT_ED,9.042
DATA,59.9,PT_EU,95.797,PT_ED,4.154
DATA,59.95,PT_EU,65.249,PT_ED,-6.843
DATA,60,PT_EU,98.24,PT_ED,10.264
DATA,60.05,PT_EU,100.684,PT_ED,5.376
DATA,60.1,PT_EU,68.915,PT_ED,-4.399
DATA,60.15,PT_EU,62.805,PT_ED,-34.946
DATA,60.2,PT_EU,59.14,PT_ED,-43.5
DATA,60.25,PT_EU,106.794,PT_ED,4.154
DATA,60.3,PT_EU,67.693,PT_ED,-31.281
DATA,60.35,PT_EU,68.915,PT_ED,-38.612
DATA,60.4,PT_EU,104.35,PT_ED,-10.508
DATA,60.45,PT_EU,106.794,PT_ED,-0.733
DATA,60.5,PT_EU,64.027,PT_ED,-33.724
DATA,60.55,PT_EU,60.362,PT_ED,-31.281
DATA,60.6,PT_EU,97.019,PT_ED,4.154
DATA,60.65,PT_EU,70.137,PT_ED,2.933
DATA,60.7,PT_EU,65.249,PT_ED,-36.168
DATA,60.75,PT_EU,108.016,PT_ED,7.82
DATA,60.8,PT_EU,106.794,PT_ED,-6.843
DATA,60.85,PT_EU,105.572,PT_ED,4.154
DATA,60.9,PT_EU,65.249,PT_ED,-36.168
DATA,60.95,PT_EU,106.794,PT_ED,1.711
DATA,61,PT_EU,101.906,PT_ED,5.376
DATA,61.05,PT_EU,70.137,PT_ED,-30.059
DATA,61.1,PT_EU,70.137,PT_ED,-41.056
DATA,61.15,PT_EU,109.238,PT_ED,-5.621
DATA,61.2,PT_EU,71.359,PT_ED,-31.281
DATA,61.25,PT_EU,56.696,PT_ED,-42.278
DATA,61.3,PT_EU,99.462,PT_ED,15.152
DATA,61.35,PT_EU,106.794,PT_ED,5.376
DATA,61.4,PT_EU,68.915,PT_ED,5.376
DATA,61.45,PT_EU,103.128,PT_ED,4.154
DATA,61.5,PT_EU,108.016,PT_ED,-8.065
DATA,61.55,PT_EU,70.137,PT_ED,6.598
DATA,61.6,PT_EU,70.137,PT_ED,-34.946
DATA,61.65,PT_EU,66.471,PT_ED,-31.281
DATA,61.7,PT_EU,109.238,PT_ED,2.933
DATA,61.75,PT_EU,70.137,PT_ED,-43.5
DATA,61.8,PT_EU,68.915,PT_ED,-32.502
DATA,61.85,PT_EU,106.794,PT_ED,5.376
DATA,61.9,PT_EU,101.906,PT_ED,6.598
DATA,61.95,PT_EU,54.252,PT_ED,-36.168
DATA,62,PT_EU,70.137,PT_ED,-30.059
DATA,62.05,PT_EU,108.016,PT_ED,5.376
DATA,62.1,PT_EU,34.702,PT_ED,-37.39
DATA,62.15,PT_EU,68.915,PT_ED,-37.39
DATA,62.2,PT_EU,103.128,PT_ED,6.598
DATA,62.25,PT_EU,108.016,PT_ED,2.933
DATA,62.3,PT_EU,104.35,PT_ED,5.376
DATA,62.35,PT_EU,103.128,PT_ED,-5.621
DATA,62.4,PT_EU,108.016,PT_ED,5.376
DATA,62.45,PT_EU,59.14,PT_ED,7.82
DATA,62.5,PT_EU,66.471,PT_ED,-37.39
DATA,62.55,PT_EU,104.35,PT_ED,10.264
DATA,62.6,PT_EU,105.572,PT_ED,7.82
DATA,62.65,PT_EU,64.027,PT_ED,-32.502
DATA,62.7,PT_EU,112.903,PT_ED,5.376
DATA,62.75,PT_EU,101.906,PT_ED,6.598
DATA,62.8,PT_EU,106.794,PT_ED,5.376
DATA,62.85,PT_EU,71.359,PT_ED,-34.946
DATA,62.9,PT_EU,67.693,PT_ED,-39.834
DATA,62.95,PT_EU,60.362,PT_ED,6.598
DATA,63,PT_EU,65.249,PT_ED,-37.39
DATA,63.05,PT_EU,70.137,PT_ED,-32.502
DATA,63.1,PT_EU,108.016,PT_ED,5.376
DATA,63.15,PT_EU,106.794,PT_ED,6.598
DATA,63.2,PT_EU,104.35,PT_ED,6.598
DATA,63.25,PT_EU,95.797,PT_ED,6.598
DATA,63.3,PT_EU,73.803,PT_ED,-3.177
DATA,63.35,PT_EU,68.915,PT_ED,-33.724
DATA,63.4,PT_EU,66.471,PT_ED,-32.502
DATA,63.45,PT_EU,108.016,PT_ED,6.598
DATA,63.5,PT_EU,70.137,PT_ED,-37.39
DATA,63.55,PT_EU,105.572,PT_ED,0.489
DATA,63.6,PT_EU,105.572,PT_ED,5.376
DATA,63.65,PT_EU,105.572,PT_ED,5.376
DATA,63.7,PT_EU,62.805,PT_ED,-38.612
DATA,63.75,PT_EU,68.915,PT_ED,-32.502
DATA,63.8,PT_EU,106.794,PT_ED,5.376
DATA,63.85,PT_EU,61.584,PT_ED,-32.502
DATA,63.9,PT_EU,66.471,PT_ED,-33.724
DATA,63.95,PT_EU,105.572,PT_ED,-1.955
DATA,64,PT_EU,108.016,PT_ED,-10.508
DATA,64.05,PT_EU,67.693,PT_ED,-31.281
DATA,64.1,PT_EU,87.243,PT_ED,-4.399
DATA,64.15,PT_EU,68.915,PT_ED,-3.177
DATA,64.2,PT_EU,62.805,PT_ED,-38.612
DATA,64.25,PT_EU,66.471,PT_ED,-43.5
DATA,64.3,PT_EU,106.794,PT_ED,1.711
DATA,64.35,PT_EU,106.794,PT_ED,-4.399
DATA,64.4,PT_EU,99.462,PT_ED,-10.508
DATA,64.45,PT_EU,98.24,PT_ED,5.376
DATA,64.5,PT_EU,108.016,PT_ED,1.711
DATA,64.55,PT_EU,70.137,PT_ED,-31.281
DATA,64.6,PT_EU,62.805,PT_ED,-36.168
DATA,64.65,PT_EU,68.915,PT_ED,6.598
DATA,64.7,PT_EU,62.805,PT_ED,-31.281
DATA,64.75,PT_EU,98.24,PT_ED,-36.168
DATA,64.8,PT_EU,104.35,PT_ED,5.376
DATA,64.85,PT_EU,67.693,PT_ED,-9.286
DATA,64.9,PT_EU,57.918,PT_ED,-43.5
DATA,64.95,PT_EU,98.24,PT_ED,-0.733
DATA,65,PT_EU,67.693,PT_ED,2.933
DATA,65.05,PT_EU,65.249,PT_ED,-45.943
DATA,65.1,PT_EU,105.572,PT_ED,2.933
DATA,65.15,PT_EU,106.794,PT_ED,5.376
DATA,65.2,PT_EU,59.14,PT_ED,1.711
DATA,65.25,PT_EU,109.238,PT_ED,-9.286
DATA,65.3,PT_EU,108.016,PT_ED,4.154
DATA,65.35,PT_EU,66.471,PT_ED,-36.168
DATA,65.4,PT_EU,66.471,PT_ED,-31.281
DATA,65.45,PT_EU,110.459,PT_ED,-1.955
DATA,65.5,PT_EU,108.016,PT_ED,5.376
DATA,65.55,PT_EU,61.584,PT_ED,-33.724
DATA,65.6,PT_EU,108.016,PT_ED,-4.399
DATA,65.65,PT_EU,94.575,PT_ED,4.154
DATA,65.7,PT_EU,42.033,PT_ED,-4.399
DATA,65.75,PT_EU,70.137,PT_ED,-39.834
DATA,65.8,PT_EU,108.016,PT_ED,5.376
DATA,65.85,PT_EU,57.918,PT_ED,-32.502
DATA,65.9,PT_EU,112.903,PT_ED,-4.399
DATA,65.95,PT_EU,94.575,PT_ED,4.154
DATA,66,PT_EU,97.019,PT_ED,-3.177
DATA,66.05,PT_EU,71.359,PT_ED,-31.281
DATA,66.1,PT_EU,110.459,PT_ED,10.264
DATA,66.15,PT_EU,70.137,PT_ED,-38.612
DATA,66.2,PT_EU,70.137,PT_ED,-31.281
DATA,66.25,PT_EU,98.24,PT_ED,-9.286
DATA,66.3,PT_EU,98.24,PT_ED,-8.065
DATA,66.35,PT_EU,65.249,PT_ED,-32.502
DATA,66.4,PT_EU,95.797,PT_ED,5.376
DATA,66.45,PT_EU,108.016,PT_ED,4.154
DATA,66.5,PT_EU,59.14,PT_ED,-55.718
DATA,66.55,PT_EU,68.915,PT_ED,-31.281
DATA,66.6,PT_EU,99.462,PT_ED,-0.733
DATA,66.65,PT_EU,105.572,PT_ED,6.598
DATA,66.7,PT_EU,103.128,PT_ED,-6.843
DATA,66.75,PT_EU,101.906,PT_ED,2.933
DATA,66.8,PT_EU,99.462,PT_ED,2.933
DATA,66.85,PT_EU,70.137,PT_ED,-43.5
DATA,66.9,PT_EU,99.462,PT_ED,-4.399
DATA,66.95,PT_EU,106.794,PT_ED,5.376
DATA,67,PT_EU,64.027,PT_ED,-30.059
DATA,67.05,PT_EU,95.797,PT_ED,-5.621
DATA,67.1,PT_EU,106.794,PT_ED,6.598
DATA,67.15,PT_EU,62.805,PT_ED,-31.281
DATA,67.2,PT_EU,62.805,PT_ED,-32.502
DATA,67.25,PT_EU,110.459,PT_ED,7.82
DATA,67.3,PT_EU,65.249,PT_ED,-33.724
DATA,67.35,PT_EU,130.01,PT_ED,-38.612
DATA,67.4,PT_EU,106.794,PT_ED,7.82
DATA,67.45,PT_EU,106.794,PT_ED,1.711
DATA,67.5,PT_EU,62.805,PT_ED,-31.281
DATA,67.55,PT_EU,103.128,PT_ED,6.598
DATA,67.6,PT_EU,70.137,PT_ED,7.82
DATA,67.65,PT_EU,70.137,PT_ED,-30.059
DATA,67.7,PT_EU,100.684,PT_ED,9.042
DATA,67.75,PT_EU,94.575,PT_ED,4.154
DATA,67.8,PT_EU,57.918,PT_ED,4.154
DATA,67.85,PT_EU,99.462,PT_ED,-23.949
DATA,67.9,PT_EU,105.572,PT_ED,-1.955
DATA,67.95,PT_EU,71.359,PT_ED,-32.502
DATA,68,PT_EU,70.137,PT_ED,-39.834
DATA,68.05,PT_EU,108.016,PT_ED,2.933
DATA,68.1,PT_EU,97.019,PT_ED,-8.065
DATA,68.15,PT_EU,106.794,PT_ED,-1.955
DATA,68.2,PT_EU,108.016,PT_ED,5.376
DATA,68.25,PT_EU,71.359,PT_ED,-37.39
DATA,68.3,PT_EU,62.805,PT_ED,-32.502
DATA,68.35,PT_EU,108.016,PT_ED,7.82
DATA,68.4,PT_EU,-9.286,PT_ED,-86.266
DATA,68.45,PT_EU,109.238,PT_ED,5.376
DATA,68.5,PT_EU,93.353,PT_ED,5.376
DATA,68.55,PT_EU,57.918,PT_ED,5.376
DATA,68.6,PT_EU,71.359,PT_ED,-30.059
DATA,68.65,PT_EU,87.243,PT_ED,-20.283
DATA,68.7,PT_EU,100.684,PT_ED,1.711
DATA,68.75,PT_EU,62.805,PT_ED,-34.946
DATA,68.8,PT_EU,106.794,PT_ED,-11.73
DATA,68.85,PT_EU,106.794,PT_ED,-8.065
DATA,68.9,PT_EU,71.359,PT_ED,-30.059
DATA,68.95,PT_EU,71.359,PT_ED,-31.281
DATA,69,PT_EU,100.684,PT_ED,5.376
DATA,69.05,PT_EU,64.027,PT_ED,-33.724
DATA,69.1,PT_EU,110.459,PT_ED,-0.733
DATA,69.15,PT_EU,108.016,PT_ED,-9.286
DATA,69.2,PT_EU,71.359,PT_ED,-31.281
DATA,69.25,PT_EU,59.14,PT_ED,-37.39
DATA,69.3,PT_EU,108.016,PT_ED,6.598
DATA,69.35,PT_EU,59.14,PT_ED,-32.502
DATA,69.4,PT_EU,105.572,PT_ED,9.042
DATA,69.45,PT_EU,105.572,PT_ED,1.711
DATA,69.5,PT_EU,71.359,PT_ED,5.376
DATA,69.55,PT_EU,71.359,PT_ED,-36.168
DATA,69.6,PT_EU,106.794,PT_ED,6.598
DATA,69.65,PT_EU,71.359,PT_ED,-34.946
DATA,69.7,PT_EU,62.805,PT_ED,-36.168
DATA,69.75,PT_EU,105.572,PT_ED,5.376
DATA,69.8,PT_EU,59.14,PT_ED,1.711
DATA,69.85,PT_EU,60.362,PT_ED,-34.946
DATA,69.9,PT_EU,109.238,PT_ED,5.376
DATA,69.95,PT_EU,72.581,PT_ED,-33.724
DATA,70,PT_EU,60.362,PT_ED,-33.724
DATA,70.05,PT_EU,105.572,PT_ED,-9.286
DATA,70.1,PT_EU,108.016,PT_ED,5.376
DATA,70.15,PT_EU,70.137,PT_ED,-31.281
DATA,70.2,PT_EU,109.238,PT_ED,-1.955
DATA,70.25,PT_EU,62.805,PT_ED,-32.502
DATA,70.3,PT_EU,68.915,PT_ED,-32.502
DATA,70.35,PT_EU,108.016,PT_ED,5.376
DATA,70.4,PT_EU,108.016,PT_ED,-5.621
DATA,70.45,PT_EU,72.581,PT_ED,-38.612
DATA,70.5,PT_EU,109.238,PT_ED,4.154
DATA,70.55,PT_EU,70.137,PT_ED,-33.724
DATA,70.6,PT_EU,71.359,PT_ED,-34.946
DATA,70.65,PT_EU,109.238,PT_ED,-4.399
DATA,70.7,PT_EU,93.353,PT_ED,5.376
