START,Time,,Upstream Pressure,,Downstream Pressure
DATA,3.74,PT_EU,-0.733,PT_ED,5.376
DATA,3.79,PT_EU,-0.733,PT_ED,4.154
DATA,3.84,PT_EU,-1.955,PT_ED,5.376
DATA,3.89,PT_EU,2.933,PT_ED,4.154
DATA,3.94,PT_EU,-11.73,PT_ED,6.598
DATA,3.99,PT_EU,1.711,PT_ED,6.598
DATA,4.04,PT_EU,2.933,PT_ED,4.154
DATA,4.09,PT_EU,-8.065,PT_ED,6.598
DATA,4.14,PT_EU,-8.065,PT_ED,0.489
DATA,4.19,PT_EU,1.711,PT_ED,5.376
DATA,4.24,PT_EU,-0.733,PT_ED,6.598
DATA,4.29,PT_EU,4.154,PT_ED,6.598
DATA,4.34,PT_EU,2.933,PT_ED,5.376
DATA,4.39,PT_EU,1.711,PT_ED,2.933
DATA,4.44,PT_EU,-1.955,PT_ED,-1.955
DATA,4.49,PT_EU,-34.946,PT_ED,-22.727
DATA,4.54,PT_EU,-8.065,PT_ED,-6.843
DATA,4.59,PT_EU,-0.733,PT_ED,1.711
DATA,4.64,PT_EU,0.489,PT_ED,5.376
DATA,4.69,PT_EU,1.711,PT_ED,4.154
DATA,4.74,PT_EU,-6.843,PT_ED,-1.955
DATA,4.79,PT_EU,-10.508,PT_ED,6.598
DATA,4.84,PT_EU,1.711,PT_ED,5.376
DATA,4.89,PT_EU,0.489,PT_ED,4.154
DATA,4.94,PT_EU,1.711,PT_ED,-3.177
DATA,4.99,PT_EU,1.711,PT_ED,-0.733
DATA,5.04,PT_EU,1.711,PT_ED,5.376
DATA,5.09,PT_EU,1.711,PT_ED,6.598
DATA,5.14,PT_EU,-0.733,PT_ED,-0.733
DATA,5.19,PT_EU,1.711,PT_ED,6.598
DATA,5.24,PT_EU,2.933,PT_ED,6.598
DATA,5.29,PT_EU,-0.733,PT_ED,-5.621
DATA,5.34,PT_EU,-8.065,PT_ED,1.711
DATA,5.39,PT_EU,-4.399,PT_ED,5.376
DATA,5.44,PT_EU,1.711,PT_ED,6.598
DATA,5.49,PT_EU,0.489,PT_ED,5.376
DATA,5.54,PT_EU,1.711,PT_ED,4.154
DATA,5.59,PT_EU,-4.399,PT_ED,-1.955
DATA,5.64,PT_EU,-12.952,PT_ED,4.154
DATA,5.69,PT_EU,1.711,PT_ED,1.711
DATA,5.74,PT_EU,-0.733,PT_ED,4.154
DATA,5.79,PT_EU,-8.065,PT_ED,-5.621
DATA,5.84,PT_EU,0.489,PT_ED,-26.393
DATA,5.89,PT_EU,0.489,PT_ED,-4.399
DATA,5.94,PT_EU,1.711,PT_ED,6.598
DATA,5.99,PT_EU,-3.177,PT_ED,5.376
DATA,6.04,PT_EU,1.711,PT_ED,5.376
DATA,6.09,PT_EU,-1.955,PT_ED,2.933
DATA,6.14,PT_EU,1.711,PT_ED,4.154
DATA,6.19,PT_EU,1.711,PT_ED,2.933
DATA,6.24,PT_EU,1.711,PT_ED,5.376
DATA,6.29,PT_EU,2.933,PT_ED,5.376
DATA,6.34,PT_EU,0.489,PT_ED,1.711
DATA,6.39,PT_EU,1.711,PT_ED,-3.177
DATA,6.44,PT_EU,2.933,PT_ED,4.154
DATA,6.49,PT_EU,2.933,PT_ED,5.376
DATA,6.54,PT_EU,2.933,PT_ED,5.376
DATA,6.59,PT_EU,1.711,PT_ED,5.376
DATA,6.64,PT_EU,-8.065,PT_ED,-0.733
DATA,6.69,PT_EU,-10.508,PT_ED,5.376
DATA,6.74,PT_EU,-5.621,PT_ED,-1.955
DATA,6.79,PT_EU,0.489,PT_ED,5.376
DATA,6.84,PT_EU,1.711,PT_ED,1.711
DATA,6.89,PT_EU,0.489,PT_ED,-3.177
DATA,6.94,PT_EU,-4.399,PT_ED,-0.733
DATA,6.99,PT_EU,2.933,PT_ED,4.154
DATA,7.04,PT_EU,0.489,PT_ED,5.376
DATA,7.09,PT_EU,0.489,PT_ED,5.376
DATA,7.14,PT_EU,-1.955,PT_ED,2.933
DATA,7.19,PT_EU,1.711,PT_ED,1.711
DATA,7.24,PT_EU,-11.73,PT_ED,5.376
DATA,7.29,PT_EU,-1.955,PT_ED,-5.621
DATA,7.34,PT_EU,2.933,PT_ED,5.376
DATA,7.39,PT_EU,-11.73,PT_ED,4.154
DATA,7.44,PT_EU,0.489,PT_ED,4.154
DATA,7.49,PT_EU,1.711,PT_ED,-3.177
DATA,7.54,PT_EU,-5.621,PT_ED,1.711
DATA,7.59,PT_EU,0.489,PT_ED,2.933
DATA,7.64,PT_EU,-8.065,PT_ED,4.154
DATA,7.69,PT_EU,2.933,PT_ED,5.376
DATA,7.74,PT_EU,-10.508,PT_ED,6.598
DATA,7.79,PT_EU,1.711,PT_ED,1.711
DATA,7.84,PT_EU,-8.065,PT_ED,-30.059
DATA,7.89,PT_EU,1.711,PT_ED,0.489
DATA,7.94,PT_EU,-1.955,PT_ED,4.154
DATA,7.99,PT_EU,-10.508,PT_ED,4.154
DATA,8.04,PT_EU,1.711,PT_ED,6.598
DATA,8.09,PT_EU,-3.177,PT_ED,2.933
DATA,8.14,PT_EU,2.933,PT_ED,5.376
DATA,8.19,PT_EU,-6.843,PT_ED,4.154
DATA,8.24,PT_EU,0.489,PT_ED,-1.955
DATA,8.29,PT_EU,-8.065,PT_ED,-1.955
DATA,8.34,PT_EU,-1.955,PT_ED,1.711
DATA,8.39,PT_EU,2.933,PT_ED,-5.621
DATA,8.44,PT_EU,-4.399,PT_ED,-5.621
DATA,8.49,PT_EU,2.933,PT_ED,-1.955
DATA,8.54,PT_EU,0.489,PT_ED,5.376
DATA,8.59,PT_EU,2.933,PT_ED,5.376
DATA,8.64,PT_EU,-17.84,PT_ED,-31.281
DATA,8.69,PT_EU,1.711,PT_ED,1.711
DATA,8.74,PT_EU,-6.843,PT_ED,1.711
DATA,8.79,PT_EU,0.489,PT_ED,-4.399
DATA,8.84,PT_EU,1.711,PT_ED,5.376
DATA,8.89,PT_EU,0.489,PT_ED,5.376
DATA,8.94,PT_EU,-4.399,PT_ED,6.598
DATA,8.99,PT_EU,-4.399,PT_ED,5.376
DATA,9.04,PT_EU,-9.286,PT_ED,6.598
DATA,9.09,PT_EU,2.933,PT_ED,5.376
DATA,9.14,PT_EU,-0.733,PT_ED,-4.399
DATA,9.19,PT_EU,2.933,PT_ED,6.598
DATA,9.24,PT_EU,-3.177,PT_ED,4.154
DATA,9.29,PT_EU,-0.733,PT_ED,-8.065
DATA,9.34,PT_EU,0.489,PT_ED,2.933
DATA,9.39,PT_EU,1.711,PT_ED,-4.399
DATA,9.44,PT_EU,-8.065,PT_ED,1.711
DATA,9.49,PT_EU,0.489,PT_ED,6.598
DATA,9.54,PT_EU,1.711,PT_ED,4.154
DATA,9.59,PT_EU,-5.621,PT_ED,4.154
DATA,9.64,PT_EU,2.933,PT_ED,5.376
DATA,9.69,PT_EU,2.933,PT_ED,4.154
DATA,9.74,PT_EU,-4.399,PT_ED,0.489
DATA,9.79,PT_EU,-5.621,PT_ED,1.711
DATA,9.84,PT_EU,-6.843,PT_ED,0.489
DATA,9.89,PT_EU,-11.73,PT_ED,7.82
DATA,9.94,PT_EU,2.933,PT_ED,6.598
DATA,9.99,PT_EU,-30.059,PT_ED,-33.724
DATA,10.04,PT_EU,-10.508,PT_ED,5.376
DATA,10.09,PT_EU,4.154,PT_ED,5.376
DATA,10.14,PT_EU,-6.843,PT_ED,7.82
DATA,10.19,PT_EU,-11.73,PT_ED,4.154
DATA,10.24,PT_EU,1.711,PT_ED,4.154
DATA,10.29,PT_EU,0.489,PT_ED,4.154
DATA,10.34,PT_EU,-5.621,PT_ED,2.933
DATA,10.39,PT_EU,1.711,PT_ED,5.376
DATA,10.44,PT_EU,0.489,PT_ED,6.598
DATA,10.49,PT_EU,2.933,PT_ED,6.598
DATA,10.54,PT_EU,2.933,PT_ED,4.154
DATA,10.59,PT_EU,-9.286,PT_ED,5.376
DATA,10.64,PT_EU,1.711,PT_ED,6.598
DATA,10.69,PT_EU,2.933,PT_ED,4.154
DATA,10.74,PT_EU,1.711,PT_ED,4.154
DATA,10.79,PT_EU,-8.065,PT_ED,-1.955
DATA,10.84,PT_EU,1.711,PT_ED,4.154
DATA,10.89,PT_EU,1.711,PT_ED,6.598
DATA,10.94,PT_EU,-4.399,PT_ED,5.376
DATA,10.99,PT_EU,2.933,PT_ED,6.598
DATA,11.04,PT_EU,1.711,PT_ED,7.82
DATA,11.09,PT_EU,-0.733,PT_ED,5.376
DATA,11.14,PT_EU,-0.733,PT_ED,-6.843
DATA,11.19,PT_EU,1.711,PT_ED,1.711
DATA,11.24,PT_EU,0.489,PT_ED,5.376
DATA,11.29,PT_EU,1.711,PT_ED,6.598
DATA,11.34,PT_EU,1.711,PT_ED,5.376
DATA,11.39,PT_EU,1.711,PT_ED,6.598
DATA,11.44,PT_EU,1.711,PT_ED,5.376
DATA,11.49,PT_EU,2.933,PT_ED,4.154
DATA,11.54,PT_EU,1.711,PT_ED,1.711
DATA,11.59,PT_EU,-36.168,PT_ED,-23.949
DATA,11.64,PT_EU,0.489,PT_ED,5.376
DATA,11.69,PT_EU,1.711,PT_ED,2.933
DATA,11.74,PT_EU,1.711,PT_ED,4.154
DATA,11.79,PT_EU,1.711,PT_ED,5.376
DATA,11.84,PT_EU,2.933,PT_ED,6.598
DATA,11.89,PT_EU,-0.733,PT_ED,5.376
DATA,11.94,PT_EU,1.711,PT_ED,2.933
DATA,11.99,PT_EU,0.489,PT_ED,4.154
DATA,12.04,PT_EU,-8.065,PT_ED,5.376
DATA,12.09,PT_EU,1.711,PT_ED,5.376
DATA,12.14,PT_EU,2.933,PT_ED,4.154
DATA,12.19,PT_EU,-4.399,PT_ED,6.598
DATA,12.24,PT_EU,2.933,PT_ED,5.376
DATA,12.29,PT_EU,1.711,PT_ED,5.376
DATA,12.34,PT_EU,0.489,PT_ED,5.376
DATA,12.39,PT_EU,-37.39,PT_ED,-15.396
DATA,12.44,PT_EU,1.711,PT_ED,6.598
DATA,12.49,PT_EU,-1.955,PT_ED,4.154
DATA,12.54,PT_EU,-9.286,PT_ED,5.376
DATA,12.59,PT_EU,-0.733,PT_ED,5.376
DATA,12.64,PT_EU,1.711,PT_ED,6.598
DATA,12.69,PT_EU,0.489,PT_ED,5.376
DATA,12.74,PT_EU,2.933,PT_ED,5.376
DATA,12.79,PT_EU,0.489,PT_ED,4.154
DATA,12.84,PT_EU,-3.177,PT_ED,4.154
DATA,12.89,PT_EU,0.489,PT_ED,5.376
DATA,12.94,PT_EU,-6.843,PT_ED,5.376
DATA,12.99,PT_EU,0.489,PT_ED,5.376
DATA,13.04,PT_EU,-0.733,PT_ED,5.376
DATA,13.09,PT_EU,2.933,PT_ED,6.598
DATA,13.14,PT_EU,0.489,PT_ED,4.154
DATA,13.19,PT_EU,2.933,PT_ED,4.154
DATA,13.24,PT_EU,1.711,PT_ED,5.376
DATA,13.29,PT_EU,0.489,PT_ED,6.598
DATA,13.34,PT_EU,0.489,PT_ED,2.933
DATA,13.39,PT_EU,1.711,PT_ED,5.376
DATA,13.44,PT_EU,0.489,PT_ED,-0.733
DATA,13.49,PT_EU,0.489,PT_ED,5.376
DATA,13.54,PT_EU,-0.733,PT_ED,-4.399
DATA,13.59,PT_EU,0.489,PT_ED,4.154
DATA,13.64,PT_EU,2.933,PT_ED,6.598
DATA,13.69,PT_EU,0.489,PT_ED,6.598
DATA,13.74,PT_EU,1.711,PT_ED,4.154
DATA,13.79,PT_EU,-0.733,PT_ED,5.376
DATA,13.84,PT_EU,-33.724,PT_ED,-33.724
DATA,13.89,PT_EU,1.711,PT_ED,4.154
DATA,13.94,PT_EU,0.489,PT_ED,-3.177
DATA,13.99,PT_EU,-9.286,PT_ED,5.376
DATA,14.04,PT_EU,1.711,PT_ED,5.376
DATA,14.09,PT_EU,1.711,PT_ED,5.376
DATA,14.14,PT_EU,-3.177,PT_ED,4.154
DATA,14.19,PT_EU,1.711,PT_ED,6.598
DATA,14.24,PT_EU,1.711,PT_ED,6.598
DATA,14.29,PT_EU,2.933,PT_ED,6.598
DATA,14.34,PT_EU,-11.73,PT_ED,-0.733
DATA,14.39,PT_EU,2.933,PT_ED,6.598
DATA,14.44,PT_EU,-4.399,PT_ED,6.598
DATA,14.49,PT_EU,1.711,PT_ED,5.376
DATA,14.54,PT_EU,-5.621,PT_ED,5.376
DATA,14.59,PT_EU,-4.399,PT_ED,6.598
DATA,14.64,PT_EU,-30.059,PT_ED,-30.059
DATA,14.69,PT_EU,1.711,PT_ED,6.598
DATA,14.74,PT_EU,1.711,PT_ED,5.376
DATA,14.79,PT_EU,1.711,PT_ED,5.376
DATA,14.84,PT_EU,0.489,PT_ED,5.376
DATA,14.89,PT_EU,1.711,PT_ED,5.376
DATA,14.94,PT_EU,1.711,PT_ED,5.376
DATA,14.99,PT_EU,2.933,PT_ED,5.376
DATA,15.04,PT_EU,1.711,PT_ED,5.376
DATA,15.09,PT_EU,-12.952,PT_ED,6.598
DATA,15.14,PT_EU,-1.955,PT_ED,5.376
DATA,15.19,PT_EU,-23.949,PT_ED,-4.399
DATA,15.24,PT_EU,1.711,PT_ED,6.598
DATA,15.29,PT_EU,0.489,PT_ED,6.598
DATA,15.34,PT_EU,1.711,PT_ED,5.376
DATA,15.39,PT_EU,-8.065,PT_ED,5.376
DATA,15.44,PT_EU,0.489,PT_ED,5.376
DATA,15.49,PT_EU,-0.733,PT_ED,5.376
DATA,15.54,PT_EU,0.489,PT_ED,6.598
DATA,15.59,PT_EU,1.711,PT_ED,4.154
DATA,15.64,PT_EU,1.711,PT_ED,5.376
DATA,15.69,PT_EU,1.711,PT_ED,5.376
DATA,15.74,PT_EU,0.489,PT_ED,4.154
DATA,15.79,PT_EU,2.933,PT_ED,6.598
DATA,15.84,PT_EU,2.933,PT_ED,6.598
DATA,15.89,PT_EU,-4.399,PT_ED,4.154
DATA,15.94,PT_EU,1.711,PT_ED,5.376
DATA,15.99,PT_EU,-5.621,PT_ED,-1.955
DATA,16.04,PT_EU,0.489,PT_ED,5.376
DATA,16.09,PT_EU,0.489,PT_ED,4.154
DATA,16.14,PT_EU,1.711,PT_ED,-4.399
DATA,16.19,PT_EU,-1.955,PT_ED,-4.399
DATA,16.24,PT_EU,-0.733,PT_ED,6.598
DATA,16.29,PT_EU,-0.733,PT_ED,4.154
DATA,16.34,PT_EU,-3.177,PT_ED,5.376
DATA,16.39,PT_EU,0.489,PT_ED,1.711
DATA,16.44,PT_EU,0.489,PT_ED,6.598
DATA,16.49,PT_EU,1.711,PT_ED,6.598
DATA,16.54,PT_EU,-12.952,PT_ED,1.711
DATA,16.59,PT_EU,0.489,PT_ED,6.598
DATA,16.64,PT_EU,2.933,PT_ED,4.154
DATA,16.69,PT_EU,-5.621,PT_ED,1.711
DATA,16.74,PT_EU,-8.065,PT_ED,5.376
DATA,16.79,PT_EU,-11.73,PT_ED,-14.174
DATA,16.84,PT_EU,-0.733,PT_ED,5.376
DATA,16.89,PT_EU,-3.177,PT_ED,5.376
DATA,16.94,PT_EU,-6.843,PT_ED,4.154
DATA,16.99,PT_EU,-4.399,PT_ED,2.933
DATA,17.04,PT_EU,-1.955,PT_ED,4.154
DATA,17.09,PT_EU,-0.733,PT_ED,5.376
DATA,17.14,PT_EU,1.711,PT_ED,5.376
DATA,17.19,PT_EU,-5.621,PT_ED,6.598
DATA,17.24,PT_EU,-3.177,PT_ED,5.376
DATA,17.29,PT_EU,-14.174,PT_ED,-5.621
DATA,17.34,PT_EU,1.711,PT_ED,5.376
DATA,17.39,PT_EU,1.711,PT_ED,4.154
DATA,17.44,PT_EU,0.489,PT_ED,6.598
DATA,17.49,PT_EU,1.711,PT_ED,6.598
DATA,17.54,PT_EU,1.711,PT_ED,4.154
DATA,17.59,PT_EU,-30.059,PT_ED,-0.733
DATA,17.64,PT_EU,1.711,PT_ED,2.933
DATA,17.69,PT_EU,-8.065,PT_ED,5.376
DATA,17.74,PT_EU,1.711,PT_ED,5.376
DATA,17.79,PT_EU,-5.621,PT_ED,6.598
DATA,17.84,PT_EU,2.933,PT_ED,5.376
DATA,17.89,PT_EU,1.711,PT_ED,1.711
DATA,17.94,PT_EU,2.933,PT_ED,4.154
DATA,17.99,PT_EU,1.711,PT_ED,5.376
DATA,18.04,PT_EU,1.711,PT_ED,4.154
DATA,18.09,PT_EU,-1.955,PT_ED,4.154
DATA,18.14,PT_EU,-0.733,PT_ED,0.489
DATA,18.19,PT_EU,2.933,PT_ED,4.154
DATA,18.24,PT_EU,1.711,PT_ED,5.376
DATA,18.29,PT_EU,1.711,PT_ED,5.376
DATA,18.34,PT_EU,1.711,PT_ED,-3.177
DATA,18.39,PT_EU,1.711,PT_ED,-3.177
DATA,18.44,PT_EU,-4.399,PT_ED,6.598
DATA,18.49,PT_EU,-8.065,PT_ED,5.376
DATA,18.54,PT_EU,-3.177,PT_ED,5.376
DATA,18.59,PT_EU,-0.733,PT_ED,5.376
DATA,18.64,PT_EU,0.489,PT_ED,4.154
DATA,18.69,PT_EU,1.711,PT_ED,6.598
DATA,18.74,PT_EU,0.489,PT_ED,5.376
DATA,18.79,PT_EU,-10.508,PT_ED,6.598
DATA,18.84,PT_EU,-3.177,PT_ED,6.598
DATA,18.89,PT_EU,-10.508,PT_ED,6.598
DATA,18.94,PT_EU,-6.843,PT_ED,-19.062
DATA,18.99,PT_EU,-1.955,PT_ED,6.598
DATA,19.04,PT_EU,1.711,PT_ED,-4.399
DATA,19.09,PT_EU,-10.508,PT_ED,-8.065
DATA,19.14,PT_EU,0.489,PT_ED,6.598
DATA,19.19,PT_EU,2.933,PT_ED,4.154
DATA,19.24,PT_EU,0.489,PT_ED,2.933
DATA,19.29,PT_EU,0.489,PT_ED,4.154
DATA,19.34,PT_EU,-1.955,PT_ED,-5.621
DATA,19.39,PT_EU,0.489,PT_ED,6.598
DATA,19.44,PT_EU,-4.399,PT_ED,4.154
DATA,19.49,PT_EU,-0.733,PT_ED,5.376
DATA,19.54,PT_EU,0.489,PT_ED,5.376
DATA,19.59,PT_EU,-0.733,PT_ED,5.376
DATA,19.64,PT_EU,1.711,PT_ED,6.598
DATA,19.69,PT_EU,1.711,PT_ED,5.376
DATA,19.74,PT_EU,-3.177,PT_ED,5.376
DATA,19.79,PT_EU,-12.952,PT_ED,6.598
DATA,19.84,PT_EU,-6.843,PT_ED,5.376
DATA,19.89,PT_EU,1.711,PT_ED,6.598
DATA,19.94,PT_EU,1.711,PT_ED,6.598
DATA,19.99,PT_EU,1.711,PT_ED,5.376
DATA,20.04,PT_EU,1.711,PT_ED,5.376
DATA,20.09,PT_EU,-12.952,PT_ED,6.598
DATA,20.14,PT_EU,0.489,PT_ED,5.376
DATA,20.19,PT_EU,-1.955,PT_ED,5.376
DATA,20.24,PT_EU,-5.621,PT_ED,4.154
DATA,20.29,PT_EU,-8.065,PT_ED,1.711
DATA,20.34,PT_EU,1.711,PT_ED,5.376
DATA,20.39,PT_EU,1.711,PT_ED,5.376
DATA,20.44,PT_EU,-9.286,PT_ED,5.376
DATA,20.49,PT_EU,-10.508,PT_ED,5.376
DATA,20.54,PT_EU,1.711,PT_ED,6.598
DATA,20.59,PT_EU,0.489,PT_ED,4.154
DATA,20.64,PT_EU,1.711,PT_ED,5.376
DATA,20.69,PT_EU,0.489,PT_ED,6.598
DATA,20.74,PT_EU,1.711,PT_ED,4.154
DATA,20.79,PT_EU,0.489,PT_ED,5.376
DATA,20.84,PT_EU,-0.733,PT_ED,6.598
DATA,20.89,PT_EU,-1.955,PT_ED,-0.733
DATA,20.94,PT_EU,-12.952,PT_ED,-11.73
DATA,20.99,PT_EU,1.711,PT_ED,5.376
DATA,21.04,PT_EU,-10.508,PT_ED,6.598
DATA,21.09,PT_EU,1.711,PT_ED,2.933
DATA,21.14,PT_EU,1.711,PT_ED,4.154
DATA,21.19,PT_EU,1.711,PT_ED,5.376
DATA,21.24,PT_EU,-1.955,PT_ED,-5.621
DATA,21.29,PT_EU,-0.733,PT_ED,0.489
DATA,21.34,PT_EU,-10.508,PT_ED,4.154
DATA,21.39,PT_EU,1.711,PT_ED,6.598
DATA,21.44,PT_EU,1.711,PT_ED,4.154
DATA,21.49,PT_EU,-3.177,PT_ED,5.376
DATA,21.54,PT_EU,2.933,PT_ED,4.154
DATA,21.59,PT_EU,1.711,PT_ED,6.598
DATA,21.64,PT_EU,1.711,PT_ED,6.598
DATA,21.69,PT_EU,-11.73,PT_ED,2.933
DATA,21.74,PT_EU,-27.615,PT_ED,-0.733
DATA,21.79,PT_EU,-11.73,PT_ED,5.376
DATA,21.84,PT_EU,-5.621,PT_ED,5.376
DATA,21.89,PT_EU,1.711,PT_ED,4.154
DATA,21.94,PT_EU,-10.508,PT_ED,6.598
DATA,21.99,PT_EU,1.711,PT_ED,4.154
DATA,22.04,PT_EU,-1.955,PT_ED,1.711
DATA,22.09,PT_EU,1.711,PT_ED,4.154
DATA,22.14,PT_EU,0.489,PT_ED,4.154
DATA,22.19,PT_EU,2.933,PT_ED,5.376
DATA,22.24,PT_EU,-9.286,PT_ED,5.376
DATA,22.29,PT_EU,-5.621,PT_ED,2.933
DATA,22.34,PT_EU,-4.399,PT_ED,4.154
DATA,22.39,PT_EU,-1.955,PT_ED,-1.955
DATA,22.44,PT_EU,-0.733,PT_ED,4.154
DATA,22.49,PT_EU,0.489,PT_ED,5.376
DATA,22.54,PT_EU,-8.065,PT_ED,6.598
DATA,22.59,PT_EU,-1.955,PT_ED,5.376
DATA,22.64,PT_EU,-8.065,PT_ED,4.154
DATA,22.69,PT_EU,-3.177,PT_ED,-0.733
DATA,22.74,PT_EU,-1.955,PT_ED,5.376
DATA,22.79,PT_EU,1.711,PT_ED,5.376
DATA,22.84,PT_EU,0.489,PT_ED,4.154
DATA,22.89,PT_EU,2.933,PT_ED,5.376
DATA,22.94,PT_EU,0.489,PT_ED,5.376
DATA,22.99,PT_EU,1.711,PT_ED,5.376
DATA,23.04,PT_EU,1.711,PT_ED,1.711
DATA,23.09,PT_EU,1.711,PT_ED,6.598
DATA,23.14,PT_EU,-3.177,PT_ED,1.711
DATA,23.19,PT_EU,-0.733,PT_ED,5.376
DATA,23.24,PT_EU,2.933,PT_ED,5.376
DATA,23.29,PT_EU,1.711,PT_ED,5.376
DATA,23.34,PT_EU,1.711,PT_ED,-16.618
DATA,23.39,PT_EU,1.711,PT_ED,4.154
DATA,23.44,PT_EU,1.711,PT_ED,6.598
DATA,23.49,PT_EU,0.489,PT_ED,6.598
DATA,23.54,PT_EU,1.711,PT_ED,4.154
DATA,23.59,PT_EU,0.489,PT_ED,5.376
DATA,23.64,PT_EU,-3.177,PT_ED,0.489
DATA,23.69,PT_EU,1.711,PT_ED,6.598
DATA,23.74,PT_EU,1.711,PT_ED,5.376
DATA,23.79,PT_EU,-10.508,PT_ED,-5.621
DATA,23.84,PT_EU,-8.065,PT_ED,6.598
DATA,23.89,PT_EU,-23.949,PT_ED,1.711
DATA,23.94,PT_EU,0.489,PT_ED,6.598
DATA,23.99,PT_EU,4.154,PT_ED,4.154
DATA,24.04,PT_EU,2.933,PT_ED,6.598
DATA,24.09,PT_EU,-8.065,PT_ED,6.598
DATA,24.14,PT_EU,-10.508,PT_ED,7.82
DATA,24.19,PT_EU,0.489,PT_ED,-5.621
DATA,24.24,PT_EU,2.933,PT_ED,5.376
DATA,24.29,PT_EU,-3.177,PT_ED,6.598
DATA,24.34,PT_EU,1.711,PT_ED,5.376
DATA,24.39,PT_EU,2.933,PT_ED,-6.843
DATA,24.44,PT_EU,2.933,PT_ED,4.154
DATA,24.49,PT_EU,2.933,PT_ED,6.598
DATA,24.54,PT_EU,0.489,PT_ED,5.376
DATA,24.59,PT_EU,0.489,PT_ED,2.933
DATA,24.64,PT_EU,1.711,PT_ED,4.154
DATA,24.69,PT_EU,-5.621,PT_ED,-0.733
DATA,24.74,PT_EU,1.711,PT_ED,5.376
DATA,24.79,PT_EU,-10.508,PT_ED,6.598
DATA,24.84,PT_EU,1.711,PT_ED,5.376
DATA,24.89,PT_EU,-3.177,PT_ED,4.154
DATA,24.94,PT_EU,-6.843,PT_ED,6.598
DATA,24.99,PT_EU,1.711,PT_ED,5.376
DATA,25.04,PT_EU,-1.955,PT_ED,6.598
DATA,25.09,PT_EU,-8.065,PT_ED,6.598
DATA,25.14,PT_EU,1.711,PT_ED,6.598
DATA,25.19,PT_EU,1.711,PT_ED,5.376
DATA,25.24,PT_EU,2.933,PT_ED,5.376
DATA,25.29,PT_EU,2.933,PT_ED,5.376
DATA,25.34,PT_EU,-11.73,PT_ED,-1.955
DATA,25.39,PT_EU,0.489,PT_ED,6.598
DATA,25.44,PT_EU,-3.177,PT_ED,5.376
DATA,25.49,PT_EU,-22.727,PT_ED,-1.955
DATA,25.54,PT_EU,1.711,PT_ED,4.154
DATA,25.59,PT_EU,-6.843,PT_ED,1.711
DATA,25.64,PT_EU,-4.399,PT_ED,5.376
DATA,25.69,PT_EU,1.711,PT_ED,5.376
DATA,25.74,PT_EU,1.711,PT_ED,5.376
DATA,25.79,PT_EU,-11.73,PT_ED,-1.955
DATA,25.84,PT_EU,-9.286,PT_ED,5.376
DATA,25.89,PT_EU,1.711,PT_ED,6.598
DATA,25.94,PT_EU,0.489,PT_ED,4.154
DATA,25.99,PT_EU,-9.286,PT_ED,2.933
DATA,26.04,PT_EU,1.711,PT_ED,4.154
DATA,26.09,PT_EU,1.711,PT_ED,4.154
DATA,26.14,PT_EU,4.154,PT_ED,4.154
DATA,26.19,PT_EU,2.933,PT_ED,6.598
DATA,26.24,PT_EU,0.489,PT_ED,6.598
DATA,26.29,PT_EU,-9.286,PT_ED,5.376
DATA,26.34,PT_EU,1.711,PT_ED,2.933
DATA,26.39,PT_EU,1.711,PT_ED,6.598
DATA,26.44,PT_EU,-0.733,PT_ED,5.376
DATA,26.49,PT_EU,2.933,PT_ED,5.376
DATA,26.54,PT_EU,-10.508,PT_ED,5.376
DATA,26.59,PT_EU,2.933,PT_ED,5.376
DATA,26.64,PT_EU,1.711,PT_ED,6.598
DATA,26.69,PT_EU,1.711,PT_ED,-3.177
DATA,26.74,PT_EU,2.933,PT_ED,6.598
DATA,26.79,PT_EU,-3.177,PT_ED,5.376
DATA,26.84,PT_EU,1.711,PT_ED,5.376
DATA,26.89,PT_EU,-11.73,PT_ED,6.598
DATA,26.94,PT_EU,-12.952,PT_ED,6.598
DATA,26.99,PT_EU,1.711,PT_ED,4.154
DATA,27.04,PT_EU,0.489,PT_ED,4.154
DATA,27.09,PT_EU,1.711,PT_ED,6.598
DATA,27.14,PT_EU,0.489,PT_ED,5.376
DATA,27.19,PT_EU,0.489,PT_ED,5.376
DATA,27.24,PT_EU,0.489,PT_ED,5.376
DATA,27.29,PT_EU,-4.399,PT_ED,5.376
DATA,27.34,PT_EU,1.711,PT_ED,5.376
DATA,27.39,PT_EU,1.711,PT_ED,2.933
DATA,27.44,PT_EU,-4.399,PT_ED,5.376
DATA,27.49,PT_EU,-5.621,PT_ED,-34.946
DATA,27.54,PT_EU,0.489,PT_ED,5.376
DATA,27.59,PT_EU,2.933,PT_ED,6.598
DATA,27.64,PT_EU,-5.621,PT_ED,7.82
DATA,27.69,PT_EU,1.711,PT_ED,5.376
DATA,27.74,PT_EU,0.489,PT_ED,5.376
DATA,27.79,PT_EU,1.711,PT_ED,6.598
DATA,27.84,PT_EU,1.711,PT_ED,5.376
DATA,27.89,PT_EU,0.489,PT_ED,7.82
DATA,27.94,PT_EU,0.489,PT_ED,1.711
DATA,27.99,PT_EU,-1.955,PT_ED,4.154
DATA,28.04,PT_EU,0.489,PT_ED,6.598
DATA,28.09,PT_EU,1.711,PT_ED,6.598
DATA,28.14,PT_EU,0.489,PT_ED,4.154
